Down,ToGo,YardLine,Expected Points
1,1,99,6.279536474
2,1,99,5.952167675
3,1,99,5.407862417
4,1,99,3.268872291
1,2,98,5.988690973
2,1,98,4.612448832
2,2,98,5.584088226
3,1,98,4.077655261
3,2,98,4.956870626
4,1,98,2.885050855
4,2,98,3.010225901
1,3,97,5.787911641
2,1,97,4.673042092
2,2,97,4.477040248
2,3,97,5.348163239
3,1,97,4.148174493
3,2,97,3.9289998
3,3,97,4.685163183
4,1,97,2.956710361
4,2,97,2.885543686
4,3,97,2.964877877
1,4,96,5.592035305
2,1,96,4.543315848
2,2,96,4.587022588
2,3,96,4.417987162
2,4,96,5.167130699
3,1,96,3.906286842
3,2,96,3.920732013
3,3,96,3.765954954
3,4,96,4.408626678
4,1,96,3.028911143
4,2,96,2.884635441
4,3,96,2.883890319
4,4,96,2.947276744
1,5,95,5.436957177
2,1,95,4.754219535
2,2,95,4.590862894
2,3,95,4.325355986
2,4,95,4.386070005
2,5,95,5.024754469
3,1,95,4.131193356
3,2,95,3.916575565
3,3,95,3.811366371
3,4,95,3.624798065
3,5,95,4.286742271
4,1,95,2.746006312
4,2,95,2.787133187
4,3,95,2.869358532
4,4,95,2.868786251
4,5,95,2.924581744
1,4,94,4.498336002
1,5,94,4.286448559
1,6,94,5.334811449
2,1,94,4.597795638
2,2,94,4.444577797
2,3,94,4.407116204
2,4,94,4.387640786
2,5,94,4.229469048
2,6,94,4.839371233
3,1,94,4.071700071
3,2,94,3.773775379
3,3,94,3.75282408
3,4,94,3.610078037
3,5,94,3.560119008
3,6,94,4.060028821
4,1,94,2.817743588
4,2,94,2.847285599
4,3,94,2.871333707
4,4,94,2.876571303
4,5,94,2.838032564
4,6,94,2.878300444
1,5,93,4.757710378
1,7,93,5.145662997
2,1,93,4.445066163
2,2,93,4.599705318
2,3,93,4.39869634
2,4,93,4.296597272
2,5,93,4.364858937
2,6,93,4.14312552
2,7,93,4.743960565
3,1,93,4.008781432
3,2,93,3.857420102
3,3,93,3.688203855
3,4,93,3.637857521
3,5,93,3.566520818
3,6,93,3.636134039
3,7,93,4.014878608
4,1,93,2.84646021
4,2,93,2.827772789
4,3,93,2.839049432
4,4,93,2.72079104
4,5,93,2.888134752
4,6,93,2.808486236
4,7,93,2.88993991
1,1,92,0
1,5,92,4.977250264
1,6,92,4.910012199
1,8,92,5.083464743
2,1,92,4.466463208
2,2,92,4.56052502
2,3,92,4.306258984
2,4,92,4.234382815
2,5,92,4.366839927
2,6,92,4.31076991
2,7,92,4.260826331
2,8,92,4.634145537
3,1,92,3.825523858
3,2,92,3.942683246
3,3,92,3.755941692
3,4,92,3.616230655
3,5,92,3.593271699
3,6,92,3.459602176
3,7,92,3.515831624
3,8,92,3.922143952
4,1,92,2.800299214
4,2,92,2.858175837
4,3,92,2.8708749
4,4,92,2.884117195
4,5,92,2.853377694
4,6,92,2.793744961
4,7,92,2.829271554
4,8,92,2.886677595
1,5,91,4.40635465
1,9,91,4.910520065
2,1,91,4.597743014
2,2,91,4.524042394
2,3,91,4.357791144
2,4,91,4.318909824
2,5,91,4.207072768
2,6,91,4.263099454
2,7,91,4.198244099
2,8,91,4.218333481
2,9,91,4.46863933
3,1,91,4.036874293
3,2,91,3.834567367
3,3,91,3.628629462
3,4,91,3.654017062
3,5,91,3.539685294
3,6,91,3.51416124
3,7,91,3.485992126
3,8,91,3.490338552
3,9,91,3.757351136
4,1,91,2.82641479
4,2,91,2.879140694
4,3,91,2.820815142
4,4,91,2.80778709
4,5,91,2.787027816
4,6,91,2.830802985
4,7,91,2.86563774
4,8,91,2.842127138
4,9,91,2.882115935
1,5,90,4.652317677
1,10,90,4.813756142
2,1,90,4.663667285
2,2,90,4.373283651
2,3,90,4.241989135
2,4,90,4.210992388
2,5,90,4.186160335
2,6,90,4.205838704
2,7,90,4.174011538
2,8,90,4.165842777
2,9,90,4.142382689
2,10,90,4.34742758
3,1,90,4.045041413
3,2,90,3.77771478
3,3,90,3.646070624
3,4,90,3.557285751
3,5,90,3.511218219
3,6,90,3.466309654
3,7,90,3.360354562
3,8,90,3.429559687
3,9,90,3.460629948
3,10,90,3.648530307
4,1,90,2.791615652
4,2,90,2.771419331
4,3,90,2.782351651
4,4,90,2.844626795
4,5,90,2.826331433
4,6,90,2.825155818
4,7,90,2.820125201
4,8,90,2.841246739
4,9,90,2.852687157
4,10,90,2.809203565
1,5,89,4.845634639
1,10,89,4.378382146
1,11,89,4.73957598
2,1,89,4.514455794
2,2,89,4.456623638
2,3,89,4.403403806
2,4,89,4.228143964
2,5,89,4.024119269
2,6,89,4.154104855
2,7,89,4.041403488
2,8,89,4.068438948
2,9,89,4.156493431
2,10,89,3.948800848
2,11,89,4.106581231
3,1,89,3.976762265
3,2,89,3.865368468
3,3,89,3.661350531
3,4,89,3.582643648
3,5,89,3.534025103
3,6,89,3.430958887
3,7,89,3.387669188
3,8,89,3.425444948
3,9,89,3.387707485
3,10,89,3.185342163
3,11,89,3.675056639
4,1,89,2.743827243
4,2,89,2.730111468
4,3,89,2.79704387
4,4,89,2.782588531
4,5,89,2.806538444
4,6,89,2.898538149
4,7,89,2.813552573
4,8,89,2.800542974
4,9,89,2.805197703
4,10,89,2.73070715
4,11,89,2.788390134
1,5,88,4.661211349
1,10,88,4.383609834
1,12,88,4.72773954
2,1,88,4.587418124
2,2,88,4.349763491
2,3,88,4.385287518
2,4,88,4.204077373
2,5,88,4.151220925
2,6,88,4.128268966
2,7,88,4.056537554
2,8,88,4.148871556
2,9,88,4.065448855
2,10,88,3.878730885
2,11,88,3.618495031
2,12,88,4.320623223
3,1,88,4.037375628
3,2,88,3.79971802
3,3,88,3.699159137
3,4,88,3.656094758
3,5,88,3.387824234
3,6,88,3.400877265
3,7,88,3.287755775
3,8,88,3.281380032
3,9,88,3.410925651
3,10,88,3.200040983
3,11,88,3.204696587
3,12,88,3.39284088
4,1,88,2.793620685
4,2,88,2.751212062
4,3,88,2.780871998
4,4,88,2.733217936
4,5,88,2.770229839
4,6,88,2.7412182
4,7,88,2.798018832
4,8,88,2.831024529
4,9,88,2.829977997
4,10,88,2.798642412
4,11,88,2.798400065
4,12,88,2.766736826
1,1,87,5.466142515
1,5,87,4.773497028
1,10,87,4.318524032
1,13,87,4.6733131
2,1,87,4.542914733
2,2,87,4.43503372
2,3,87,4.119037929
2,4,87,4.153502122
2,5,87,4.207497841
2,6,87,4.26842934
2,7,87,4.132750376
2,8,87,4.056797152
2,9,87,4.041232761
2,10,87,3.823415691
2,11,87,3.292732347
2,12,87,3.889608284
2,13,87,4.332298945
3,1,87,3.980512842
3,2,87,3.780868129
3,3,87,3.653540963
3,4,87,3.553679152
3,5,87,3.341230405
3,6,87,3.41162378
3,7,87,3.439396018
3,8,87,3.357117158
3,9,87,3.270122023
3,10,87,3.160513343
3,11,87,3.254365965
3,12,87,3.015451679
3,13,87,3.653379771
4,1,87,2.615577367
4,2,87,2.671502545
4,3,87,2.747792669
4,4,87,2.714209088
4,5,87,2.74746156
4,6,87,2.661311027
4,7,87,2.730451171
4,8,87,2.772877309
4,9,87,2.787398574
4,10,87,2.68893633
4,11,87,2.737381685
4,12,87,2.807487529
4,13,87,2.797996381
1,5,86,4.662269028
1,9,86,4.553706906
1,10,86,4.262755975
1,14,86,4.387886087
2,1,86,4.44546624
2,2,86,4.412604599
2,3,86,4.310922184
2,4,86,4.179015915
2,5,86,4.066056685
2,6,86,4.144260817
2,7,86,4.039656535
2,8,86,4.066503171
2,9,86,3.97597823
2,10,86,3.80605718
2,11,86,3.239807432
2,12,86,3.79233536
2,13,86,3.87777631
2,14,86,4.305496982
3,1,86,3.839401483
3,2,86,3.760799823
3,3,86,3.628649164
3,4,86,3.488795109
3,5,86,3.408453758
3,6,86,3.413526002
3,7,86,3.412203625
3,8,86,3.356143102
3,9,86,3.138226478
3,10,86,3.087426715
3,11,86,3.233193886
3,12,86,2.972529354
3,13,86,3.313822313
3,14,86,3.61003585
4,1,86,2.644498573
4,2,86,2.688877377
4,3,86,2.746231682
4,4,86,2.709298419
4,5,86,2.67024861
4,6,86,2.777903702
4,7,86,2.739517893
4,8,86,2.731798185
4,9,86,2.755569758
4,10,86,2.651233337
4,11,86,2.778047598
4,12,86,2.779136256
4,13,86,2.778271081
4,14,86,2.768265495
1,5,85,4.479536664
1,10,85,4.28199953
1,15,85,4.481888404
2,1,85,4.456129608
2,2,85,4.013276681
2,3,85,4.176767612
2,4,85,4.090544881
2,5,85,4.079433037
2,6,85,4.173088366
2,7,85,4.117419572
2,8,85,3.978055026
2,9,85,3.937721626
2,10,85,3.741862073
2,11,85,2.897471696
2,12,85,3.622794483
2,13,85,3.809507105
2,14,85,3.790130236
2,15,85,4.141977152
3,1,85,3.918216052
3,2,85,3.566137008
3,3,85,3.573857202
3,4,85,3.441031923
3,5,85,3.393175722
3,6,85,3.447275753
3,7,85,3.282522218
3,8,85,3.250790219
3,9,85,3.235473145
3,10,85,3.033283236
3,11,85,3.116031752
3,12,85,2.825979324
3,13,85,3.08233327
3,14,85,2.844287618
3,15,85,3.449735252
4,1,85,2.464954218
4,2,85,2.641228269
4,3,85,2.698050578
4,4,85,2.683053496
4,5,85,2.552606308
4,6,85,2.668237596
4,7,85,2.688995053
4,8,85,2.701221075
4,9,85,2.711335254
4,10,85,2.514337794
4,11,85,2.667806907
4,12,85,2.742475348
4,13,85,2.631527663
4,14,85,2.746279801
4,15,85,2.72938387
1,3,84,3.824506617
1,5,84,4.697898516
1,10,84,4.231096092
1,12,84,4.473878665
1,15,84,4.022208459
1,16,84,4.376986472
2,1,84,4.542735897
2,2,84,4.277246237
2,3,84,4.124006637
2,4,84,4.107972843
2,5,84,4.080279893
2,6,84,4.115175914
2,7,84,4.101773034
2,8,84,3.931174904
2,9,84,3.939184936
2,10,84,3.798165807
2,11,84,3.623041887
2,12,84,3.191563008
2,13,84,3.836803059
2,14,84,3.908071183
2,15,84,3.638899355
2,16,84,4.14592081
3,1,84,3.880706803
3,2,84,3.702329617
3,3,84,3.49273994
3,4,84,3.441168831
3,5,84,3.416720267
3,6,84,3.321564775
3,7,84,3.382399211
3,8,84,3.338420658
3,9,84,3.285245075
3,10,84,3.039347421
3,11,84,3.102565494
3,12,84,2.207438382
3,13,84,3.093634968
3,14,84,3.007635741
3,15,84,2.878076229
3,16,84,3.526349634
4,1,84,2.541317598
4,2,84,2.648973073
4,3,84,2.669763185
4,4,84,2.526455413
4,5,84,2.651277534
4,6,84,2.673746217
4,7,84,2.651099185
4,8,84,2.634012871
4,9,84,2.650654074
4,10,84,2.643824699
4,11,84,2.623995058
4,12,84,2.663211559
4,13,84,2.634751257
4,14,84,2.650964427
4,15,84,2.655095401
4,16,84,2.70044765
1,5,83,4.680029026
1,10,83,4.193824036
1,11,83,4.301164371
1,15,83,4.203550814
1,17,83,4.291611471
2,1,83,4.539499887
2,2,83,4.297501964
2,3,83,4.198132127
2,4,83,4.12690704
2,5,83,3.922074568
2,6,83,4.045193354
2,7,83,3.993101223
2,8,83,3.951243006
2,9,83,4.020510991
2,10,83,3.750587628
2,11,83,3.04599056
2,12,83,3.803757586
2,13,83,3.971584296
2,14,83,3.808850965
2,15,83,3.644658047
2,16,83,3.765392459
2,17,83,3.928033136
3,1,83,3.858710746
3,2,83,3.658003742
3,3,83,3.465016156
3,4,83,3.410276373
3,5,83,3.324451095
3,6,83,3.400882118
3,7,83,3.172235852
3,8,83,3.259802313
3,9,83,3.242875558
3,10,83,3.071852606
3,11,83,2.854040756
3,12,83,3.08795721
3,13,83,3.083384964
3,14,83,3.092491809
3,15,83,2.986045692
3,16,83,3.074977323
3,17,83,3.34412964
4,1,83,2.508016039
4,2,83,2.576925759
4,3,83,2.582652661
4,4,83,2.581729374
4,5,83,2.554929537
4,6,83,2.63435559
4,7,83,2.52540625
4,8,83,2.631760746
4,9,83,2.597378744
4,10,83,2.510936491
4,11,83,2.601715438
4,12,83,2.578057079
4,13,83,2.569403275
4,14,83,2.643390965
4,15,83,2.46952619
4,16,83,2.638603415
4,17,83,2.650239454
1,5,82,4.588811231
1,8,82,4.590330686
1,10,82,4.194334972
1,13,82,4.260900778
1,15,82,4.117373379
1,16,82,4.238199259
1,17,82,4.251397999
1,18,82,4.461713789
2,1,82,4.459933728
2,2,82,4.153207283
2,3,82,4.070122401
2,4,82,4.15479582
2,5,82,4.03899763
2,6,82,4.013747982
2,7,82,3.982444393
2,8,82,3.925897228
2,9,82,3.789117893
2,10,82,3.662116364
2,11,82,2.910742964
2,12,82,3.732181654
2,13,82,3.838564719
2,14,82,3.9480268
2,15,82,3.692689381
2,16,82,3.721023008
2,17,82,3.562154591
2,18,82,4.15130985
3,1,82,3.793257339
3,2,82,3.59419292
3,3,82,3.460194041
3,4,82,3.478338105
3,5,82,3.329047638
3,6,82,3.181244081
3,7,82,3.348206654
3,8,82,3.155468393
3,9,82,3.146126451
3,10,82,3.066143146
3,11,82,2.986060272
3,12,82,2.610403724
3,13,82,2.732880785
3,14,82,2.626579754
3,15,82,2.956863077
3,16,82,2.873227136
3,17,82,3.056498155
3,18,82,3.478242775
4,1,82,2.54215091
4,2,82,2.545076573
4,3,82,2.520806501
4,4,82,2.562230604
4,5,82,2.515576501
4,6,82,2.524779869
4,7,82,2.549650809
4,8,82,2.536733273
4,9,82,2.57419054
4,10,82,2.491151077
4,11,82,2.535850143
4,12,82,2.524384515
4,13,82,2.46369468
4,14,82,2.571944574
4,15,82,2.496372916
4,16,82,2.316528954
4,17,82,2.319097638
4,18,82,2.571827781
1,5,81,4.298842514
1,10,81,4.139851911
1,13,81,3.970326768
1,14,81,4.252387942
1,15,81,3.874845359
1,19,81,4.300544871
2,1,81,4.288943799
2,2,81,4.125207477
2,3,81,4.17995145
2,4,81,4.080254181
2,5,81,4.041398287
2,6,81,3.866815105
2,7,81,3.947732606
2,8,81,3.915576458
2,9,81,3.887382678
2,10,81,3.693822654
2,11,81,3.56805316
2,12,81,3.54669276
2,13,81,3.623022496
2,14,81,3.724882756
2,15,81,3.407662491
2,16,81,3.906165243
2,17,81,3.728753034
2,18,81,3.812189381
2,19,81,3.86880293
3,1,81,3.825662081
3,2,81,3.684896206
3,3,81,3.479811819
3,4,81,3.379979559
3,5,81,3.304915922
3,6,81,3.196584553
3,7,81,3.184966581
3,8,81,3.181855406
3,9,81,3.173059182
3,10,81,2.912064228
3,11,81,3.016120438
3,12,81,2.141000464
3,13,81,3.052184225
3,14,81,2.985230879
3,15,81,2.655667521
3,16,81,2.449819894
3,17,81,2.903513765
3,18,81,2.784232643
3,19,81,3.472269584
4,1,81,2.442130119
4,2,81,2.440898021
4,3,81,2.442162627
4,4,81,2.453602374
4,5,81,2.468027721
4,6,81,2.419633138
4,7,81,2.346957737
4,8,81,2.412229106
4,9,81,2.377285459
4,10,81,2.464084506
4,11,81,2.474593786
4,12,81,2.477219889
4,13,81,2.488485501
4,14,81,2.477680414
4,15,81,2.392949254
4,16,81,2.484259704
4,17,81,2.459313999
4,18,81,2.526863438
4,19,81,2.510334714
1,5,80,3.930162211
1,8,80,4.509817167
1,10,80,4.111259158
1,14,80,3.938029043
1,15,80,3.857432306
1,20,80,4.194563018
2,1,80,4.267987975
2,2,80,4.158565754
2,3,80,4.094353522
2,4,80,4.063744382
2,5,80,3.965367437
2,6,80,3.967659302
2,7,80,3.919570458
2,8,80,3.914118474
2,9,80,3.804491542
2,10,80,3.593428084
2,11,80,2.967380834
2,12,80,3.560002509
2,13,80,3.670998478
2,14,80,3.713713749
2,15,80,3.563358089
2,16,80,3.380125541
2,17,80,3.589207641
2,18,80,3.355687038
2,19,80,3.556153721
2,20,80,3.837330606
3,1,80,3.768478698
3,2,80,3.557823688
3,3,80,3.501955651
3,4,80,3.338002567
3,5,80,3.272357461
3,6,80,3.194171725
3,7,80,3.193955346
3,8,80,3.116114644
3,9,80,3.077051614
3,10,80,2.967543371
3,11,80,3.068789704
3,12,80,2.779690391
3,13,80,2.824987802
3,14,80,2.860369934
3,15,80,2.909040533
3,16,80,2.945682995
3,17,80,2.887268892
3,18,80,2.784466105
3,19,80,2.902674108
3,20,80,3.360291592
4,1,80,2.406097283
4,2,80,2.326589704
4,3,80,2.406314182
4,4,80,2.394897265
4,5,80,2.412292322
4,6,80,2.377297406
4,7,80,2.343166029
4,8,80,2.421720726
4,9,80,2.416978384
4,10,80,2.359148081
4,11,80,2.415097694
4,12,80,2.295293434
4,13,80,2.379467363
4,14,80,2.451688897
4,15,80,2.356171841
4,16,80,2.27240401
4,17,80,2.419321422
4,18,80,2.372185929
4,19,80,2.347916703
4,20,80,2.453377575
1,5,79,4.402974728
1,10,79,4.085037163
1,14,79,4.275722682
1,15,79,4.044092102
1,19,79,4.12302021
1,20,79,3.739324202
1,21,79,3.364893027
2,1,79,4.289855652
2,2,79,4.236757439
2,3,79,4.104379917
2,4,79,4.029620903
2,5,79,4.068467307
2,6,79,3.842064161
2,7,79,3.857843805
2,8,79,3.90398127
2,9,79,3.693539968
2,10,79,3.555670821
2,11,79,3.335498209
2,12,79,3.469809835
2,13,79,3.748922165
2,14,79,3.522712897
2,15,79,3.511560484
2,16,79,3.694411852
2,17,79,3.812856423
2,18,79,3.635769003
2,19,79,3.783880234
2,20,79,3.403198354
2,21,79,4.118856819
3,1,79,3.824448259
3,2,79,3.543850588
3,3,79,3.417755549
3,4,79,3.375342205
3,5,79,3.275295321
3,6,79,3.162145882
3,7,79,3.132289199
3,8,79,2.995627981
3,9,79,3.114800242
3,10,79,2.868604063
3,11,79,2.999322111
3,12,79,1.913900341
3,13,79,2.85513735
3,14,79,2.640182223
3,15,79,2.583828716
3,16,79,2.804010599
3,17,79,3.016902748
3,18,79,3.014060368
3,19,79,2.85345438
3,20,79,2.792851286
3,21,79,3.091448553
4,1,79,2.365706806
4,2,79,2.340931259
4,3,79,2.302471521
4,4,79,2.337251757
4,5,79,2.280322611
4,6,79,2.294783793
4,7,79,2.307797171
4,8,79,2.326007141
4,9,79,2.172541519
4,10,79,2.297884098
4,11,79,2.282618852
4,12,79,2.3095745
4,13,79,2.346826625
4,14,79,2.333689548
4,15,79,2.26491629
4,16,79,2.301767637
4,17,79,2.317878997
4,18,79,2.34604131
4,19,79,2.342613684
4,20,79,2.317681097
4,21,79,2.378337477
1,5,78,4.294624215
1,10,78,4.04753668
1,15,78,3.816007619
1,17,78,4.147414466
1,18,78,3.733787217
1,19,78,4.105445621
1,20,78,3.965054621
2,1,78,4.228648104
2,2,78,4.064493186
2,3,78,4.020781714
2,4,78,4.015606512
2,5,78,3.816692518
2,6,78,3.881945811
2,7,78,3.853578493
2,8,78,3.787003863
2,9,78,3.79968974
2,10,78,3.531772375
2,11,78,2.984442125
2,12,78,3.220588663
2,13,78,3.697158186
2,14,78,3.759883243
2,15,78,3.476169372
2,16,78,3.777680941
2,17,78,3.746536343
2,18,78,3.627045023
2,19,78,3.670257782
2,20,78,3.502368021
2,22,78,3.920586632
3,1,78,3.76497014
3,2,78,3.458529233
3,3,78,3.389880458
3,4,78,3.287604822
3,5,78,3.272023909
3,6,78,3.183434232
3,7,78,3.160841168
3,8,78,3.083424568
3,9,78,2.985373026
3,10,78,2.782116373
3,11,78,2.490125407
3,12,78,2.353493071
3,13,78,3.056536549
3,14,78,2.700146713
3,15,78,2.886516907
3,16,78,2.854135949
3,17,78,2.711202799
3,18,78,2.282989114
3,19,78,2.846729585
3,20,78,2.862871849
3,21,78,2.919833066
3,22,78,3.293369716
4,1,78,2.364995774
4,2,78,2.24035266
4,3,78,2.24563911
4,4,78,2.251635852
4,5,78,2.221979318
4,6,78,2.229835105
4,7,78,2.250751683
4,8,78,2.254909615
4,9,78,2.262325327
4,10,78,2.278974972
4,11,78,2.263217724
4,12,78,2.269862206
4,13,78,2.245503636
4,14,78,2.253907148
4,15,78,2.189631723
4,16,78,1.843956487
4,17,78,2.334113017
4,18,78,2.288552946
4,19,78,2.263870885
4,20,78,2.251183877
4,21,78,2.14939056
4,22,78,2.251076542
1,5,77,3.860753105
1,10,77,4.019765073
1,13,77,4.220403764
1,15,77,3.798742665
1,18,77,2.956324288
1,20,77,3.785489289
1,23,77,3.980881277
2,1,77,4.239232413
2,2,77,4.021913772
2,3,77,3.967437439
2,4,77,3.977491165
2,5,77,3.753701885
2,6,77,3.865958007
2,7,77,3.745878725
2,8,77,3.784837944
2,9,77,3.755696876
2,10,77,3.512630828
2,11,77,2.668330545
2,12,77,3.597859651
2,13,77,3.57841947
2,14,77,3.518422172
2,15,77,3.31885959
2,16,77,3.758456801
2,17,77,3.508482003
2,18,77,3.616516818
2,19,77,3.510181068
2,20,77,3.426828285
2,21,77,2.447386112
2,22,77,3.671177509
2,23,77,3.772313317
3,1,77,3.681476418
3,2,77,3.497010853
3,3,77,3.442069832
3,4,77,3.202879519
3,5,77,3.150321835
3,6,77,3.091168982
3,7,77,3.085414933
3,8,77,3.036785437
3,9,77,3.006952511
3,10,77,2.87919767
3,11,77,2.819659367
3,12,77,1.883576381
3,13,77,2.834015957
3,14,77,2.894720927
3,15,77,2.584057704
3,16,77,2.841316206
3,17,77,2.753719865
3,18,77,2.869733217
3,19,77,2.724848723
3,20,77,2.747025286
3,21,77,2.538405081
3,23,77,3.280097127
4,1,77,2.231390495
4,2,77,2.142521982
4,3,77,2.190458726
4,4,77,2.217156897
4,5,77,2.173831575
4,6,77,2.168361319
4,7,77,2.166996157
4,8,77,2.170983669
4,9,77,2.198443723
4,10,77,2.124595072
4,11,77,2.191344266
4,12,77,1.65504369
4,13,77,2.159107178
4,14,77,2.118652538
4,15,77,2.131988958
4,16,77,2.158027623
4,17,77,2.182385687
4,18,77,2.251070907
4,19,77,2.196497897
4,20,77,2.19156036
4,21,77,2.225860372
4,22,77,2.261444502
4,23,77,2.233314062
1,5,76,4.425729392
1,10,76,3.980950415
1,12,76,4.135105561
1,15,76,3.889675059
1,17,76,4.091032183
1,20,76,3.763407343
1,21,76,4.007846805
1,24,76,4.16519376
2,1,76,4.070662219
2,2,76,3.823967598
2,3,76,4.033030962
2,4,76,3.920471349
2,5,76,3.846636097
2,6,76,3.844741634
2,7,76,3.718489729
2,8,76,3.626224886
2,9,76,3.650725731
2,10,76,3.500414607
2,11,76,3.46499345
2,12,76,3.726176388
2,13,76,3.603405872
2,14,76,3.51703905
2,15,76,3.576961382
2,16,76,3.023220439
2,17,76,3.587630991
2,18,76,3.228972578
2,19,76,3.497173856
2,20,76,3.29551538
2,21,76,3.652859024
2,22,76,3.605060297
2,23,76,3.573385703
2,24,76,3.572498529
3,1,76,3.654151752
3,2,76,3.434483679
3,3,76,3.264545624
3,4,76,3.13123439
3,5,76,3.088319419
3,6,76,3.09591334
3,7,76,2.999905804
3,8,76,3.038181661
3,9,76,2.923968313
3,10,76,2.816586818
3,11,76,2.870097653
3,12,76,1.746380645
3,13,76,2.869834846
3,14,76,2.789356405
3,15,76,2.654949533
3,16,76,2.79871979
3,17,76,2.76531814
3,19,76,2.548625037
3,20,76,2.650046718
3,21,76,2.535736082
3,22,76,2.823884985
3,24,76,3.170218284
4,1,76,2.161196706
4,2,76,2.099158499
4,3,76,2.106331505
4,4,76,2.124353173
4,5,76,2.076509741
4,6,76,2.103395599
4,7,76,2.059552409
4,8,76,2.085579993
4,9,76,2.106025174
4,10,76,2.038847652
4,11,76,2.11828712
4,12,76,2.106551476
4,13,76,2.116269606
4,14,76,2.164297058
4,15,76,2.177396664
4,16,76,2.093422208
4,17,76,1.981446991
4,18,76,2.134937632
4,19,76,2.250744699
4,20,76,1.987384995
4,21,76,2.089252154
4,23,76,2.122921689
4,24,76,2.132047754
1,5,75,4.142059429
1,10,75,3.920651229
1,15,75,3.804123418
1,16,75,3.342917931
1,18,75,4.015574527
1,20,75,3.78555839
1,23,75,3.911069946
1,25,75,4.174896136
2,1,75,4.110206392
2,2,75,4.007248033
2,3,75,3.964911528
2,4,75,3.857544527
2,5,75,3.737370214
2,6,75,3.751101342
2,7,75,3.720678943
2,8,75,3.72009113
2,9,75,3.648283724
2,10,75,3.406558417
2,11,75,3.082836637
2,12,75,3.217791612
2,13,75,3.544122683
2,14,75,3.26163862
2,15,75,3.28702997
2,16,75,3.25611642
2,17,75,3.354494681
2,18,75,3.456744998
2,19,75,3.631044817
2,20,75,3.22293133
2,21,75,3.263669159
2,22,75,3.554407569
2,23,75,3.459838556
2,25,75,3.658389318
3,1,75,3.532423635
3,2,75,3.295005047
3,3,75,3.268898137
3,4,75,3.172474543
3,5,75,3.047541673
3,6,75,3.04390519
3,7,75,3.021733912
3,8,75,2.988400154
3,9,75,2.932553482
3,10,75,2.723557298
3,11,75,2.750496941
3,12,75,2.659948944
3,13,75,2.677284266
3,14,75,2.812252811
3,15,75,2.597140373
3,16,75,2.799008332
3,17,75,2.36405011
3,18,75,2.566717426
3,19,75,2.615673915
3,20,75,2.628294538
3,21,75,2.485804896
3,22,75,2.765347588
3,24,75,2.519346219
3,25,75,2.95694968
4,1,75,2.138300184
4,2,75,2.090947232
4,3,75,2.022947653
4,4,75,2.004905364
4,5,75,2.055128923
4,6,75,2.002714826
4,7,75,2.04694454
4,8,75,2.05631674
4,9,75,2.016661748
4,10,75,2.018879934
4,11,75,2.010392064
4,12,75,2.006377093
4,13,75,2.121066012
4,14,75,2.075283922
4,15,75,2.044247897
4,16,75,2.059687521
4,17,75,2.067498751
4,18,75,1.979857191
4,19,75,2.018184594
4,20,75,1.839080346
4,25,75,2.111405217
1,5,74,4.233862634
1,10,74,3.898400371
1,15,74,3.59101725
1,17,74,4.022175879
1,18,74,3.48838448
1,20,74,3.561679888
1,21,74,3.894671143
1,25,74,3.668313042
1,26,74,3.631506879
2,1,74,4.151105951
2,2,74,3.753813755
2,3,74,3.681331668
2,4,74,3.747339671
2,5,74,3.75445163
2,6,74,3.761560222
2,7,74,3.723959753
2,8,74,3.595041652
2,9,74,3.57252054
2,10,74,3.393810817
2,11,74,2.694154791
2,12,74,3.059148656
2,13,74,3.437118545
2,14,74,3.231780296
2,15,74,3.266500172
2,16,74,3.292130328
2,17,74,3.610314104
2,18,74,3.616994621
2,19,74,2.959126089
2,20,74,3.151137075
2,23,74,3.541899006
2,25,74,3.235191153
2,26,74,3.599672179
3,1,74,3.637168422
3,2,74,3.280267476
3,3,74,3.210652188
3,4,74,3.137041521
3,5,74,2.991859881
3,6,74,3.01103405
3,7,74,2.937692174
3,8,74,2.931097071
3,9,74,2.795968264
3,10,74,2.6978249
3,11,74,2.759557539
3,12,74,2.011245327
3,13,74,2.494229303
3,14,74,3.024781396
3,15,74,2.721684997
3,16,74,2.579487965
3,17,74,2.53405131
3,18,74,2.033986286
3,19,74,2.035847272
3,20,74,2.766007704
3,21,74,1.93895912
3,22,74,2.341471366
3,23,74,2.427638578
3,26,74,3.202372625
4,1,74,2.011681287
4,2,74,2.020773443
4,3,74,1.948360975
4,4,74,1.980290774
4,5,74,1.983154806
4,6,74,1.933862811
4,7,74,2.011755954
4,8,74,1.979454934
4,9,74,1.96678533
4,10,74,1.950037997
4,11,74,1.985474279
4,12,74,1.938063649
4,13,74,1.97648204
4,14,74,1.982577234
4,15,74,2.002525056
4,16,74,1.96581861
4,17,74,2.038051021
4,18,74,2.027535615
4,19,74,2.100765822
4,20,74,1.942664981
4,21,74,2.125742991
4,23,74,1.94360091
4,24,74,1.998574049
4,26,74,1.985170225
1,2,73,4.88440118
1,5,73,4.174621854
1,10,73,3.869650206
1,15,73,3.816441152
1,16,73,3.977994736
1,17,73,3.943654603
1,18,73,3.938167704
1,20,73,3.736561742
1,23,73,3.857713849
1,25,73,3.690447702
2,1,73,4.076762532
2,2,73,3.886854532
2,3,73,3.870131745
2,4,73,3.844310723
2,5,73,3.742773796
2,6,73,3.672432098
2,7,73,3.60211336
2,8,73,3.601960289
