Down,ToGo,YardLine,Expected Points
1,20,22,0.349222031
1,25,22,0.136146622
2,1,22,1.052963293
2,2,22,0.73205283
2,3,22,0.556969448
2,4,22,0.421846713
2,5,22,0.288012419
2,6,22,0.229876183
2,7,22,0.15966604
2,8,22,0.070100896
2,9,22,0.043738502
2,10,22,0.028196538
2,11,22,-0.032823085
2,12,22,-0.098583136
2,13,22,-0.14547291
2,14,22,-0.034637876
2,15,22,-0.157816905
2,16,22,-0.1419318
2,17,22,-0.19079872
2,18,22,-0.317767767
2,19,22,-0.279263909
2,20,22,-0.262775438
2,21,22,0.084582839
2,22,22,-0.293911719
2,23,22,-0.311001943
2,24,22,-0.085420913
2,25,22,-0.395179294
2,26,22,-0.20690859
2,28,22,-0.263815835
2,30,22,-0.589903929
2,31,22,0.315819257
2,34,22,-0.643337123
3,1,22,0.508721067
3,2,22,0.078014262
3,3,22,-0.095884033
3,4,22,-0.338732517
3,5,22,-0.484954768
3,6,22,-0.563373366
3,7,22,-0.655582567
3,8,22,-0.776844499
3,9,22,-0.819894724
3,10,22,-0.78827119
3,11,22,-0.88607315
3,12,22,-0.768678039
3,13,22,-0.906174703
3,14,22,-0.883570886
3,15,22,-1.082409505
3,16,22,-0.692551628
3,17,22,-0.997479429
3,18,22,-1.112309361
3,19,22,-1.214232294
3,20,22,-1.152932886
3,21,22,-0.761546512
3,22,22,-1.235499046
3,23,22,-1.208628812
3,25,22,-1.490322279
3,31,22,-1.826714156
3,33,22,-1.186892362
3,46,22,0.034093071
4,1,22,-1.26083593
4,2,22,-1.292988759
4,3,22,-1.404737148
4,4,22,-1.809601273
4,5,22,-1.931505447
4,6,22,-1.797693945
4,7,22,-1.872262506
4,8,22,-2.058869741
4,9,22,-2.049666438
4,10,22,-1.800219692
4,11,22,-1.99853123
4,12,22,-2.018127596
4,13,22,-2.022841083
4,14,22,-2.31884759
4,15,22,-2.258141729
4,16,22,-1.865764786
4,17,22,-2.593829503
4,18,22,-2.106783285
4,19,22,-2.299722635
4,20,22,-2.27805462
4,21,22,-2.357388388
4,23,22,-1.207702068
4,24,22,-1.868303629
4,25,22,-2.386169575
4,26,22,-2.75541781
4,28,22,-1.758356509
4,31,22,-2.158029653
4,43,22,-2.14117293
1,5,21,0.885318547
1,9,21,0.728459017
1,10,21,0.570418602
1,13,21,0.502466086
1,14,21,0.398175242
1,15,21,0.393044219
1,18,21,0.154441913
1,19,21,0.093524493
1,20,21,0.27673973
1,25,21,0.281457203
1,30,21,-0.009342357
2,1,21,0.933048429
2,2,21,0.638606993
2,3,21,0.460062189
2,4,21,0.320846456
2,5,21,0.237167274
2,6,21,0.108932757
2,7,21,0.068458154
2,8,21,-0.011277361
2,9,21,-0.079148084
2,10,21,-0.064983883
2,11,21,-0.114091315
2,12,21,-0.155297298
2,13,21,-0.12646121
2,14,21,-0.263734506
2,15,21,-0.273127774
2,16,21,-0.198124326
2,17,21,-0.240584755
2,18,21,-0.270112088
2,19,21,-0.399680839
2,20,21,-0.297571716
2,21,21,-0.331132901
2,22,21,-0.689415516
2,23,21,-0.47877211
2,24,21,-0.13023975
2,25,21,-0.448697296
2,26,21,-0.493405965
2,28,21,-0.47526353
2,30,21,-0.617571165
2,40,21,-0.689316419
3,1,21,0.41003522
3,2,21,0.114756732
3,3,21,-0.280060495
3,4,21,-0.439847454
3,5,21,-0.557338454
3,6,21,-0.617367573
3,7,21,-0.7661654
3,8,21,-0.76975496
3,9,21,-0.860265294
3,10,21,-0.855707818
3,11,21,-0.919863329
3,12,21,-0.838999486
3,13,21,-0.795543268
3,14,21,-1.041099257
3,15,21,-1.13490939
3,16,21,-1.006822202
3,17,21,-0.91239008
3,18,21,-1.286704428
3,19,21,-1.256155617
3,20,21,-1.085901089
3,21,21,-1.035523329
3,22,21,-1.549810594
3,24,21,-0.601359833
3,25,21,-1.212954625
3,26,21,-1.326034229
3,27,21,-1.385817153
3,28,21,-1.295866009
3,29,21,-1.023145744
4,1,21,-1.202699413
4,2,21,-1.688335976
4,3,21,-1.312979536
4,4,21,-1.758158597
4,5,21,-1.855457132
4,6,21,-1.760733439
4,7,21,-2.113610046
4,8,21,-2.128714662
4,9,21,-2.106751113
4,10,21,-2.280900712
4,11,21,-1.663039116
4,12,21,-1.824304019
4,13,21,-1.793770914
4,14,21,-1.876304055
4,15,21,-2.219439792
4,16,21,-2.206069541
4,17,21,-1.670268246
4,18,21,-2.452828394
4,19,21,-2.476658903
4,20,21,-2.248080397
4,21,21,-2.290653156
4,22,21,-2.68169986
4,23,21,-1.640163323
4,24,21,-1.272908416
4,25,21,-2.677742302
4,27,21,-2.736792768
4,28,21,-2.867180813
4,29,21,-1.390829318
4,34,21,-1.365594629
1,5,20,0.81790686
1,10,20,0.472630793
1,14,20,0.249754156
1,15,20,0.302445262
1,16,20,0.325440358
1,17,20,0.323405938
1,18,20,0.289353405
1,20,20,0.178480601
1,25,20,0.102143458
1,30,20,-0.034419802
1,35,20,-0.143354551
2,1,20,0.862942465
2,2,20,0.555688033
2,3,20,0.377246029
2,4,20,0.250846904
2,5,20,0.135458864
2,6,20,0.06830867
2,7,20,-0.035968101
2,8,20,-0.061193097
2,9,20,-0.092711849
2,10,20,-0.156121237
2,11,20,-0.229663316
2,12,20,-0.266290155
2,13,20,-0.298204587
2,14,20,-0.323011136
2,15,20,-0.326675687
2,16,20,-0.482364625
2,17,20,-0.413790006
2,18,20,-0.418384567
2,19,20,-0.561868667
2,20,20,-0.470349315
2,21,20,-0.459555043
2,22,20,-0.344933507
2,23,20,-0.395218219
2,25,20,-0.287736889
2,26,20,-0.435479991
2,29,20,-0.59937883
2,35,20,-0.65084387
2,44,20,-0.806238728
3,1,20,0.314815054
3,2,20,-0.051852432
3,3,20,-0.351047318
3,4,20,-0.433665225
3,5,20,-0.58704393
3,6,20,-0.701366038
3,7,20,-0.771795233
3,8,20,-0.889836228
3,9,20,-0.864991402
3,10,20,-0.894839928
3,11,20,-1.097655122
3,12,20,-1.014077988
3,13,20,-1.056412971
3,14,20,-1.019358154
3,15,20,-1.141105794
3,16,20,-1.245164772
3,17,20,-0.975895935
3,18,20,-1.2142386
3,19,20,-1.271892658
3,20,20,-1.204398425
3,21,20,-1.152317375
3,22,20,-0.924913702
3,23,20,-0.90034525
3,24,20,-0.896897431
3,25,20,-1.009729302
3,30,20,-1.320360847
3,32,20,-1.904830686
3,44,20,-1.780819297
4,1,20,-1.21007863
4,2,20,-1.64619678
4,3,20,-1.57362088
4,4,20,-1.880468104
4,5,20,-1.95333414
4,6,20,-2.149521816
4,7,20,-1.7098691
4,8,20,-2.048455679
4,9,20,-1.998427016
4,10,20,-1.966459995
4,11,20,-2.108547164
4,12,20,-1.987209814
4,13,20,-1.966867978
4,14,20,-2.08619322
4,15,20,-2.165352389
4,16,20,-1.755954146
4,17,20,-2.543363571
4,18,20,-1.762150776
4,19,20,-2.209423637
4,20,20,-2.401596672
4,21,20,-2.632538087
4,22,20,-2.641833327
4,23,20,-2.797099779
4,24,20,-1.574856479
4,25,20,-2.249136525
4,26,20,-2.582207608
4,27,20,-2.924809152
4,28,20,-2.34358382
4,29,20,-1.923204487
1,1,19,1.85699731
1,5,19,0.741945332
1,10,19,0.402766436
1,15,19,0.213119142
1,16,19,-0.003186383
1,17,19,0.091460352
1,19,19,-0.113384857
1,20,19,0.053889884
1,25,19,-0.000785393
1,40,19,-0.168507601
2,1,19,0.793409716
2,2,19,0.481083852
2,3,19,0.2866305
2,4,19,0.168083348
2,5,19,0.055645605
2,6,19,-0.008083953
2,7,19,-0.118790471
2,8,19,-0.149889778
2,9,19,-0.204673504
2,10,19,-0.224903382
2,11,19,-0.30619868
2,12,19,-0.338035836
2,13,19,-0.31498379
2,14,19,-0.318864556
2,15,19,-0.396504609
2,16,19,-0.369437509
2,17,19,-0.339554119
2,18,19,-0.476933929
2,19,19,-0.447239456
2,20,19,-0.576395983
2,21,19,-0.477130705
2,22,19,-0.461772864
2,24,19,-0.398551804
2,25,19,-0.902494208
2,26,19,-0.828969958
2,30,19,-0.872333553
3,1,19,0.21317655
3,2,19,-0.186790669
3,3,19,-0.409013461
3,4,19,-0.525024681
3,5,19,-0.584276234
3,6,19,-0.698640088
3,7,19,-0.925737756
3,8,19,-0.855986664
3,9,19,-1.003147766
3,10,19,-1.037536582
3,11,19,-1.159697213
3,12,19,-1.120334112
3,13,19,-1.035381282
3,14,19,-1.048974011
3,15,19,-1.085083176
3,16,19,-1.397300502
3,17,19,-1.03445255
3,18,19,-1.717195474
3,19,19,-0.487163312
3,20,19,-1.507167743
3,21,19,-1.139565059
3,22,19,-1.059599652
3,23,19,-1.42474419
3,24,19,-1.657543269
3,25,19,-1.411911113
3,27,19,-1.886523066
3,30,19,-1.915078889
3,31,19,-1.88947101
3,34,19,-1.968996354
4,1,19,-1.465408778
4,2,19,-1.60604231
4,3,19,-1.930265906
4,4,19,-1.742764664
4,5,19,-1.553839538
4,6,19,-1.453960348
4,7,19,-1.787640444
4,8,19,-2.08217006
4,9,19,-1.599115746
4,10,19,-2.061297575
4,11,19,-2.340947415
4,12,19,-1.658297365
4,13,19,-2.117829331
4,14,19,-2.12665702
4,15,19,-2.192743442
4,16,19,-2.195470329
4,17,19,-1.524662169
4,18,19,-2.44946982
4,19,19,-2.074808635
4,20,19,-2.694163414
4,21,19,-1.953782138
4,22,19,-2.410688593
4,23,19,-2.699699019
4,24,19,-2.901308516
4,25,19,-2.775330985
4,26,19,-2.73666266
4,28,19,-0.819358056
4,31,19,-1.685197686
4,32,19,-2.732706469
4,34,19,-2.848820706
4,35,19,-2.891592916
1,5,18,0.654384752
1,10,18,0.322338829
1,12,18,0.269631805
1,15,18,0.091911403
1,17,18,0.113413593
1,18,18,-0.068051008
1,20,18,0.012527324
1,25,18,0.127409109
1,38,18,-0.412034063
2,1,18,0.696970994
2,2,18,0.426809302
2,3,18,0.242861631
2,4,18,0.006208485
2,5,18,-0.047024782
2,6,18,-0.096052389
2,7,18,-0.192317731
2,8,18,-0.273282094
2,9,18,-0.247921622
2,10,18,-0.327993745
2,11,18,-0.32883103
2,12,18,-0.416934785
2,13,18,-0.418060012
2,14,18,-0.551441424
2,15,18,-0.358964775
2,16,18,-0.53569702
2,17,18,-0.372698723
2,18,18,-0.50550907
2,19,18,-0.457276271
2,20,18,-0.617889826
2,21,18,-0.396414039
2,22,18,-0.738971767
2,23,18,-0.672884505
2,24,18,-0.80977244
2,25,18,-0.719085868
2,26,18,-1.040581136
2,28,18,-0.72323602
2,29,18,-1.140568148
2,31,18,-1.154718984
3,1,18,0.147160382
3,2,18,-0.200660796
3,3,18,-0.387388801
3,4,18,-0.624825092
3,5,18,-0.70414042
3,6,18,-0.845878368
3,7,18,-0.961655413
3,8,18,-1.059544406
3,9,18,-1.17469903
3,10,18,-1.07546546
3,11,18,-1.192926685
3,12,18,-1.207686774
3,13,18,-1.290313448
3,14,18,-1.392260652
3,15,18,-1.300544102
3,16,18,-1.372152531
3,17,18,-1.377897802
3,18,18,-1.176399596
3,19,18,-1.262824613
3,20,18,-1.510406432
3,21,18,-0.907054289
3,22,18,-1.8591466
3,23,18,-1.770532755
3,24,18,-1.82162253
3,25,18,-1.657538311
3,27,18,-2.126179594
3,28,18,-1.62456975
3,30,18,-1.137087411
3,31,18,-2.142585042
3,33,18,-1.769655021
4,1,18,-1.298116784
4,2,18,-1.549690377
4,3,18,-1.577559212
4,4,18,-1.98404982
4,5,18,-1.873057872
4,6,18,-1.900174988
4,7,18,-2.076492929
4,8,18,-2.217516733
4,9,18,-2.391192709
4,10,18,-2.417134562
4,11,18,-2.398622472
4,12,18,-2.190521344
4,13,18,-1.934433987
4,14,18,-2.135881321
4,15,18,-2.111932643
4,16,18,-2.432979129
4,17,18,-2.072628431
4,18,18,-2.045406197
4,19,18,-2.010514544
4,20,18,-2.351733002
4,21,18,-2.923187427
4,22,18,-2.987717141
4,23,18,-2.777414011
4,25,18,-2.117607752
4,26,18,-1.904350802
4,27,18,-2.688604003
4,29,18,-0.333925868
4,31,18,-2.808694829
4,33,18,-1.222883758
4,38,18,-2.971658547
1,5,17,0.588759346
1,10,17,0.239631356
1,11,17,0.155928954
1,13,17,0.167750278
1,15,17,0.015228355
1,18,17,0.31994009
1,20,17,-0.115654242
1,21,17,0.042249665
1,25,17,-0.329353408
2,1,17,0.596741561
2,2,17,0.317291612
2,3,17,0.118543022
2,4,17,0.011543206
2,5,17,-0.131274325
2,6,17,-0.134428649
2,7,17,-0.279732792
2,8,17,-0.323065974
2,9,17,-0.427658653
2,10,17,-0.400994444
2,11,17,-0.445677891
2,12,17,-0.487556695
2,13,17,-0.56887072
2,14,17,-0.472510722
2,15,17,-0.61765424
2,16,17,-0.445122239
2,17,17,-0.326077301
2,18,17,-0.586425738
2,19,17,-0.607974595
2,20,17,-0.658152891
2,21,17,-0.91657463
2,22,17,-0.950637335
2,23,17,-0.389972412
2,24,17,-0.602849817
2,25,17,-0.525549789
2,28,17,-1.171585739
2,29,17,-1.092020528
3,1,17,0.116114749
3,2,17,-0.271284748
3,3,17,-0.638400974
3,4,17,-0.817904735
3,5,17,-0.875889455
3,6,17,-0.663900628
3,7,17,-0.985013174
3,8,17,-0.940505413
3,9,17,-1.150110612
3,10,17,-1.22290382
3,11,17,-1.353872785
3,12,17,-1.277545454
3,13,17,-1.38321558
3,14,17,-1.406895743
3,15,17,-1.288500642
3,16,17,-1.154583591
3,17,17,-1.068132651
3,18,17,-1.630809382
3,19,17,-1.514695893
3,20,17,-1.604731781
3,21,17,-1.859121192
3,22,17,-1.260097415
3,23,17,-1.744589611
3,24,17,-1.475397589
3,25,17,-0.753054438
3,28,17,-1.870356086
3,29,17,-2.081736484
3,30,17,-1.954285256
4,1,17,-1.662778745
4,2,17,-1.63496022
4,3,17,-1.846393727
4,4,17,-1.955826868
4,5,17,-2.094856871
4,6,17,-1.823022818
4,7,17,-2.068240361
4,8,17,-1.96613788
4,9,17,-2.132335839
4,10,17,-2.083012373
4,11,17,-1.895196236
4,12,17,-1.982319688
4,13,17,-2.256336331
4,14,17,-2.217445797
4,15,17,-2.177798051
4,16,17,-2.309763265
4,17,17,-2.717348336
4,18,17,-2.438247989
4,19,17,-2.563485963
4,20,17,-2.920163134
4,21,17,-2.975369668
4,22,17,-2.740908612
4,24,17,-2.12860345
4,26,17,-2.662342502
4,32,17,-2.869893904
4,35,17,-1.689016114
1,5,16,0.553006526
1,6,16,0.502318519
1,10,16,0.156353158
1,11,16,0.110766258
1,14,16,0.022345619
1,15,16,-0.048470754
1,18,16,-0.276674769
1,19,16,-0.116345887
1,20,16,-0.13156774
1,21,16,-0.416419844
1,25,16,-0.073281392
2,1,16,0.566224399
2,2,16,0.21851813
2,3,16,0.077265001
2,4,16,-0.086695433
2,5,16,-0.184515321
2,6,16,-0.241897801
2,7,16,-0.399406667
2,8,16,-0.410380577
2,9,16,-0.466189707
2,10,16,-0.436542641
2,11,16,-0.462385358
2,12,16,-0.544081537
2,13,16,-0.683588562
2,14,16,-0.702476085
2,15,16,-0.717244163
2,16,16,-0.743705401
2,17,16,-0.639516476
2,18,16,-0.580114891
2,19,16,-0.757225495
2,20,16,-0.716278739
2,21,16,-1.063642097
2,22,16,-1.008893426
2,23,16,-0.702520881
2,24,16,-0.797673623
2,25,16,-1.256280989
2,26,16,-0.893778822
2,29,16,-1.021551759
3,1,16,0.053797759
3,2,16,-0.399259856
3,3,16,-0.610662603
3,4,16,-0.821419345
3,5,16,-0.933552436
3,6,16,-0.962231087
3,7,16,-1.236316753
3,8,16,-1.11808149
3,9,16,-1.085376262
3,10,16,-0.967577069
3,11,16,-1.431392129
3,12,16,-1.292650119
3,13,16,-1.664032486
3,14,16,-1.371786833
3,15,16,-1.301030093
3,16,16,-1.779699138
3,17,16,-1.511140625
3,18,16,-1.641004296
3,19,16,-1.515290349
3,20,16,-1.558812618
3,21,16,-1.769843153
3,22,16,-1.650596481
3,23,16,-1.979316824
3,24,16,-1.73012367
3,25,16,-1.957714265
3,26,16,-1.266126364
3,27,16,-1.65137096
3,29,16,-2.115358442
3,31,16,-2.05696022
3,32,16,-2.243558713
4,1,16,-1.299132374
4,2,16,-1.710708078
4,3,16,-1.834600981
4,4,16,-1.931179796
4,5,16,-1.801498191
4,6,16,-2.017353098
4,7,16,-2.642765629
4,8,16,-2.070538357
4,9,16,-1.900406025
4,10,16,-2.166288315
4,11,16,-1.920511437
4,12,16,-2.231101712
4,13,16,-2.626893295
4,14,16,-2.323669209
4,15,16,-2.855923545
4,16,16,-2.453692455
4,17,16,-2.126040492
4,18,16,-2.548748974
4,19,16,-2.723455186
4,20,16,-2.111014121
4,21,16,-2.731335488
4,22,16,-2.444669437
4,23,16,-2.766903674
4,24,16,-2.082007388
4,25,16,-3.151607999
4,26,16,-2.127262177
4,27,16,-1.425825061
4,29,16,-2.260717024
4,31,16,-3.052452861
4,35,16,-0.414821768
1,5,15,0.404036761
1,8,15,0.248908409
1,10,15,0.093854686
1,15,15,-0.133138554
1,16,15,-0.24524055
1,20,15,-0.237699089
1,24,15,-0.61422168
1,25,15,-0.337883013
1,30,15,-0.572811839
2,1,15,0.504046821
2,2,15,0.178492176
2,3,15,-0.041462959
2,4,15,-0.209188754
2,5,15,-0.27083343
2,6,15,-0.367191555
2,7,15,-0.451731307
2,8,15,-0.489409136
2,9,15,-0.484140814
2,10,15,-0.523413145
2,11,15,-0.537070165
2,12,15,-0.612098264
2,13,15,-0.787561118
2,14,15,-0.761429487
2,15,15,-0.771960693
2,16,15,-0.672115379
2,17,15,-0.899359085
2,18,15,-0.696798589
2,19,15,-0.735821264
2,20,15,-0.841350082
2,21,15,-0.784614697
2,22,15,-0.961034695
2,23,15,-0.668170335
2,24,15,-1.217506317
2,25,15,-0.808918964
2,26,15,-0.226737597
2,27,15,-0.940530134
2,28,15,0.205395538
2,30,15,-1.308358711
2,35,15,-0.589203404
3,1,15,-0.054495871
3,2,15,-0.446994231
3,3,15,-0.749193009
3,4,15,-0.827556316
3,5,15,-1.072871496
3,6,15,-1.056957585
3,7,15,-1.198378961
3,8,15,-1.036637363
3,9,15,-1.15231182
3,10,15,-1.101862687
3,11,15,-1.467939137
3,12,15,-1.148935054
3,13,15,-1.535496481
3,14,15,-1.758155762
3,15,15,-1.555386814
3,16,15,-1.256017092
3,17,15,-1.487149479
3,18,15,-1.57745037
3,19,15,-1.290483531
3,20,15,-1.549408265
3,21,15,-1.248417633
3,22,15,-2.046211683
3,23,15,-1.718107438
3,24,15,-2.152756622
3,25,15,-1.725635127
3,26,15,-2.280078536
3,27,15,-1.332173271
3,28,15,-0.500754453
3,29,15,-1.829556083
3,35,15,-1.222190509
3,37,15,-2.38022881
4,1,15,-1.625937381
4,2,15,-1.75614255
4,3,15,-1.97004021
4,4,15,-1.7296356
4,5,15,-2.238116586
4,6,15,-2.346373013
4,7,15,-2.147321902
4,8,15,-1.975685736
4,9,15,-2.464534363
4,10,15,-1.965950923
4,11,15,-2.203259105
4,12,15,-2.03677293
4,13,15,-2.519806336
4,14,15,-2.149514994
4,15,15,-2.361634791
4,16,15,-2.525450891
4,17,15,-2.47730621
4,18,15,-2.949397087
4,19,15,-2.758734592
4,20,15,-2.542393007
4,21,15,-1.605432255
4,22,15,-2.478158236
4,23,15,-3.168214238
4,24,15,-3.098933105
4,25,15,-2.429811488
4,26,15,-3.147845152
4,27,15,-1.382981823
4,28,15,-1.268449196
4,30,15,-3.073844576
4,36,15,-3.172794959
1,5,14,0.290234898
1,10,14,0.005211062
1,12,14,-0.113666275
1,13,14,-0.122735541
1,15,14,-0.21922798
1,16,14,0.083911648
1,18,14,-0.313075144
1,20,14,-0.282098972
1,21,14,-0.527591147
1,23,14,-0.484527313
1,24,14,-0.458534463
1,25,14,-0.652997703
1,29,14,-0.60867747
1,30,14,0.355154045
2,1,14,0.373493055
2,2,14,0.028971516
2,3,14,-0.081033829
2,4,14,-0.251335961
2,5,14,-0.329259336
2,6,14,-0.472773247
2,7,14,-0.526114031
2,8,14,-0.617121741
2,9,14,-0.606873318
2,10,14,-0.588923095
2,11,14,-0.60125239
2,12,14,-0.807598413
2,13,14,-0.873225036
2,14,14,-0.412416448
2,15,14,-0.685539627
2,16,14,-0.727416502
2,17,14,-0.887231957
2,18,14,-0.928672932
2,19,14,-0.906948462
2,20,14,-0.998974204
2,21,14,-1.155222771
2,22,14,-0.905833502
2,23,14,-0.964064574
2,24,14,-1.023807041
2,25,14,-0.786873257
2,26,14,-0.857956873
2,28,14,-1.216457542
2,29,14,-1.325366294
2,40,14,-1.554176289
3,1,14,-0.104213198
3,2,14,-0.494781128
3,3,14,-0.72046021
3,4,14,-0.850030125
3,5,14,-1.029415869
3,6,14,-1.18358985
3,7,14,-1.38247394
3,8,14,-1.401209018
3,9,14,-1.500650882
3,10,14,-1.308947557
3,11,14,-1.612244263
3,12,14,-1.348200012
3,13,14,-1.30247138
3,14,14,-1.543031963
3,15,14,-1.446750634
3,16,14,-1.666400155
3,17,14,-1.965070871
3,18,14,-1.598342457
3,19,14,-1.643011363
3,20,14,-2.008710534
3,21,14,-1.474901138
3,22,14,-2.062285442
3,25,14,-1.830957309
3,27,14,-1.419246052
3,29,14,-1.184853949
3,30,14,-2.130386371
4,1,14,-1.604324895
4,2,14,-1.805567407
4,3,14,-1.48382098
4,4,14,-2.204574653
4,5,14,-2.016757893
4,6,14,-2.188368086
4,7,14,-2.564153091
4,8,14,-2.475732503
4,9,14,-2.471478923
4,10,14,-2.41584035
4,11,14,-2.617309052
4,12,14,-2.216137706
4,13,14,-2.459993365
4,14,14,-2.554448674
4,15,14,-2.417464032
4,16,14,-2.561809822
4,17,14,-2.856119469
4,18,14,-1.91033798
4,19,14,-2.451557511
4,20,14,-2.787034324
4,21,14,-2.559541305
4,22,14,-2.449932613
4,23,14,-1.886359583
4,24,14,-2.912194858
4,25,14,-2.24795917
4,26,14,-3.256889284
4,28,14,-3.195415188
4,36,14,-0.414090592
4,40,14,-3.190393628
1,5,13,0.259347223
1,9,13,0.411506296
1,10,13,-0.074055412
1,12,13,-0.282328972
1,13,13,-0.160540691
1,15,13,-0.194375822
1,17,13,-0.419213238
1,19,13,-0.228963935
1,20,13,-0.448208015
1,22,13,-0.613163091
1,23,13,0.318247717
2,1,13,0.322346078
2,2,13,0.038067813
2,3,13,-0.098899487
2,4,13,-0.268558194
2,5,13,-0.345233401
2,6,13,-0.455264951
2,7,13,-0.588918927
2,8,13,-0.67213756
2,9,13,-0.747086614
2,10,13,-0.644329868
2,11,13,-0.63384972
2,12,13,-0.894906923
2,13,13,-0.922583057
2,14,13,-0.671761853
2,15,13,-0.737811928
2,16,13,-0.885399141
2,17,13,-0.84682774
2,18,13,-0.819745956
2,19,13,-1.020444061
2,20,13,-0.862164111
2,21,13,-0.97206146
2,22,13,-1.077054783
2,23,13,-1.353536395
2,24,13,-1.250467337
2,25,13,-1.1786648
2,26,13,-1.302695063
2,28,13,-1.270082985
2,29,13,-1.5915349
3,1,13,-0.250884675
3,2,13,-0.558955273
3,3,13,-0.785085716
3,4,13,-0.871144599
3,5,13,-1.218994738
3,6,13,-1.220841398
3,7,13,-1.355157173
3,8,13,-1.299689653
3,9,13,-1.28702256
3,10,13,-1.243931015
3,11,13,-1.750079535
3,12,13,-1.320515933
3,13,13,-1.421957973
3,14,13,-1.296843219
3,15,13,-1.638303669
3,16,13,-1.390011697
3,17,13,-1.644751222
3,18,13,-1.671556299
3,19,13,-1.908923218
3,20,13,-2.007685379
3,21,13,-1.433895179
3,22,13,-1.750880172
3,23,13,-2.339776991
3,24,13,-2.28907271
3,26,13,-2.153611012
3,27,13,-1.072483517
3,28,13,-2.151814852
3,29,13,-2.229250053
3,30,13,-2.397809217
3,41,13,-2.5842911
4,1,13,-1.535192304
4,2,13,-1.973242125
4,3,13,-1.78325006
4,4,13,-1.610112961
4,5,13,-2.460031777
4,6,13,-2.235630905
4,7,13,-2.572912711
4,8,13,-1.938963675
4,9,13,-1.89026889
4,10,13,-2.198621552
4,11,13,-2.847638223
4,12,13,-2.290963985
4,13,13,-2.529578678
4,14,13,-2.360622055
4,15,13,-2.929051739
4,16,13,-2.555055602
4,17,13,-2.350227126
4,18,13,-2.25863459
4,19,13,-2.491605878
4,20,13,-2.717827291
4,21,13,-2.762338068
4,22,13,-2.285314721
4,23,13,-3.255263891
4,24,13,-2.02278478
4,28,13,-2.897643473
4,29,13,-1.008187428
4,32,13,-3.251604831
1,5,12,0.149415871
1,10,12,-0.169830335
1,13,12,-0.453063444
1,15,12,-0.277365934
1,18,12,-0.474558668
1,20,12,-0.437980933
1,22,12,-0.60316428
1,25,12,-0.542250113
1,31,12,-0.621380211
2,1,12,0.271843683
2,2,12,0.047438087
2,3,12,-0.166530609
2,4,12,-0.474388393
2,5,12,-0.577371622
2,6,12,-0.596003073
2,7,12,-0.703496131
2,8,12,-0.745743672
2,9,12,-0.705495934
2,10,12,-0.830691349
2,11,12,-0.76118254
2,12,12,-0.814644338
2,13,12,-0.861176037
2,14,12,-1.041955894
2,15,12,-0.983029784
2,16,12,-0.784297994
2,17,12,-1.025532727
2,18,12,-1.058498251
2,19,12,-0.943584609
2,20,12,-0.949038658
2,21,12,-1.440094348
2,22,12,-1.238234989
2,23,12,-1.241153191
2,24,12,-1.167647173
2,27,12,-1.383000421
2,28,12,-1.556269426
2,30,12,-0.648058767
2,32,12,-0.998291302
2,33,12,-1.489341436
3,1,12,-0.281289503
3,2,12,-0.720803784
3,3,12,-0.926903486
3,4,12,-1.18703586
3,5,12,-1.1895394
3,6,12,-1.399791581
3,7,12,-1.351296585
3,8,12,-1.384553899
3,9,12,-1.50600093
3,10,12,-1.541028418
3,11,12,-1.687725075
3,12,12,-1.509352304
3,13,12,-1.745677439
3,14,12,-2.080420383
3,15,12,-1.698798588
3,16,12,-1.876018792
3,17,12,-1.6227095
3,18,12,-1.881473101
3,19,12,-1.926797937
3,20,12,-1.392036825
3,21,12,-2.405985695
3,22,12,-2.120236824
3,23,12,-1.792183157
3,24,12,-1.812787314
3,25,12,-2.454037141
3,26,12,-2.447893854
3,27,12,-2.444660143
3,29,12,-1.887355177
3,30,12,-2.502165061
3,48,12,-1.645315079
4,1,12,-1.395709126
4,2,12,-2.192576096
4,3,12,-1.793628104
4,4,12,-2.53278851
4,5,12,-2.403651585
4,6,12,-2.268798158
4,7,12,-2.16957005
4,8,12,-2.606749828
4,9,12,-2.5377721
4,10,12,-1.963659722
4,11,12,-2.518505489
4,12,12,-1.976640667
4,13,12,-2.541846098
4,14,12,-2.895313141
4,15,12,-2.25754994
4,16,12,-2.535477688
4,17,12,-2.677152254
4,18,12,-2.500662827
4,19,12,-2.997493513
4,20,12,-2.314058646
4,21,12,-3.212782833
4,22,12,-2.422185135
4,23,12,-2.586305534
4,27,12,-2.500566174
4,29,12,-2.956358855
4,30,12,-3.363032024
4,39,12,-2.90436721
4,48,12,-2.133513035
1,5,11,0.169516219
1,10,11,-0.242127129
1,13,11,0.328964001
1,15,11,-0.552065673
1,19,11,-0.542855736
1,20,11,-0.524059299
1,30,11,-0.783309585
2,1,11,0.26082965
2,2,11,-0.106305727
2,3,11,-0.149388605
2,4,11,-0.567806914
2,5,11,-0.609668716
2,6,11,-0.616949638
2,7,11,-0.724252935
2,8,11,-0.804518152
2,9,11,-0.880919308
2,10,11,-0.900035068
2,11,11,-0.762912871
2,12,11,-1.002293978
2,13,11,-0.955043103
2,14,11,-0.602752793
2,15,11,-1.047629693
2,16,11,-0.583610279
2,17,11,-1.125130375
2,18,11,-1.109703336
2,19,11,-1.07180778
2,20,11,-1.074589436
2,21,11,-0.811375128
2,22,11,-0.540661002
2,23,11,-1.593749292
2,24,11,-1.505223594
2,25,11,-1.628214149
